date, pm25, pm10, o3, no2, so2, co
2018/12/23, 140, 88, 42, 30, 5, 16
2018/12/24, 149, , 32, 28, 5, 17
2018/12/25, 149, 95, 37, 41, 5, 23
2018/12/26, 146, 77, 43, 27, 5, 9
2018/12/27, 109, 88, 41, 29, 5, 9
2018/12/28, 124, 92, 36, 33, 5, 10
2018/12/29, 126, 94, 36, 33, 5, 9
2018/12/30, 138, , , , , 
2018/4/1, 118, 93, 58, 19, 9, 18
2018/4/2, 131, 83, 68, 15, 9, 14
2018/4/3, 122, 90, 73, 16, 10, 15
2018/4/4, 132, 84, 64, 15, 10, 14
2018/4/5, 133, 83, 64, 12, 10, 12
2018/4/6, 132, 78, 80, 11, 9, 10
2018/4/7, 103, 58, 71, 10, 10, 9
2018/4/8, 79, 55, 78, 11, 11, 10
2018/4/9, 78, 63, 58, 16, 10, 14
2018/4/10, 100, 64, 62, 9, 9, 11
2018/4/11, 94, 57, 69, 12, 10, 14
2018/4/12, 88, 96, 45, 18, 10, 22
2018/4/13, 119, 67, 49, 13, 10, 14
2018/4/14, 98, 73, 53, 12, 10, 12
2018/4/15, 102, 56, 54, 10, 9, 15
2018/4/16, 90, 81, 48, 14, 9, 17
2018/4/17, 114, 47, 48, 8, 9, 10
2018/4/18, 76, 78, 52, 11, 9, 11
2018/4/19, 108, 75, 35, 12, 10, 11
2018/4/20, 98, , , , , 
2018/1/1, 152, 115, 60, 46, 8, 30
2018/1/2, 153, 108, 50, 38, 9, 15
2018/1/3, 154, 122, 54, 38, 9, 32
2018/1/4, 157, 143, 81, 45, 10, 29
2018/1/5, 170, 174, 69, 48, 9, 27
2018/1/6, 176, 151, 61, 46, 9, 32
2018/1/7, 171, 142, 60, 53, 9, 34
2018/1/8, 168, 118, 73, 36, 8, 22
2018/1/9, 163, 114, 70, 36, 8, 22
2018/1/10, 162, 128, 62, 35, 10, 33
2018/1/11, 165, 133, 74, 42, 9, 34
2018/1/12, 165, 120, 68, 40, 9, 24
2018/1/13, 151, 99, 54, 36, 9, 22
2018/1/14, 145, 103, 49, 37, 8, 25
2018/1/15, 152, 104, 52, 33, 8, 21
2018/1/16, 155, 109, 48, 38, 9, 23
2018/1/17, 148, 96, 53, 33, 8, 20
2018/1/18, 141, 90, 51, 35, 8, 19
2018/1/19, 123, 96, 54, 61, 8, 21
2018/1/20, 129, 124, 62, 55, 9, 22
2018/1/21, 141, 121, 51, 59, 9, 21
2018/1/22, 149, 97, 36, 18, 9, 14
2018/1/23, 156, 102, 55, 16, 9, 27
2018/1/24, 135, 93, 72, 16, 9, 17
2018/1/25, 132, 107, 73, 17, 9, 16
2018/1/26, 133, 98, 75, 17, 9, 16
2018/1/27, 137, 122, 70, 21, 9, 21
2018/1/28, 151, 114, 61, 22, 9, 24
2018/1/29, 162, 111, 73, 17, 9, 19
2018/1/30, 150, 124, 53, 20, 9, 24
2018/1/31, 144, 117, 51, 21, 9, 26
2018/2/1, 138, 139, 57, 27, 9, 30
2018/2/2, 158, 127, 49, 22, 9, 22
2018/2/3, 153, , , , , 
2018/2/5, 106, 95, 50, 19, 9, 16
2018/2/6, 114, 105, 29, 21, 9, 22
2018/2/7, 133, 81, 60, 18, 9, 21
2018/2/8, 120, 78, 43, 17, 9, 16
2018/2/9, 119, 106, 33, 22, 9, 21
2018/2/10, 126, 92, 45, 15, 9, 14
2018/2/11, 123, 75, 54, 13, 9, 15
2018/2/12, 120, 73, 34, 14, 9, 15
2018/2/13, 117, 80, 39, 14, 9, 16
2018/2/14, 136, 83, 61, 14, 9, 16
2018/2/15, 141, 79, 56, 16, 9, 16
2018/2/16, 136, 99, 61, 20, 9, 18
2018/2/17, 150, 80, 67, 16, 9, 18
2018/2/18, 130, 85, 71, 18, 9, 19
2018/2/19, 129, 95, 58, 20, 9, 22
2018/2/20, 138, 110, 55, 22, 9, 28
2018/2/21, 148, 103, 60, 20, 9, 22
2018/2/22, 151, 112, 54, 21, 9, 25
2018/2/23, 154, 92, 58, 16, 10, 17
2018/2/24, 137, 85, 64, 16, 9, 18
2018/2/25, 118, 95, 48, 20, 9, 25
2018/2/26, 122, 99, 64, 20, 10, 20
2018/2/27, 133, 98, 68, 22, 9, 23
2018/2/28, 148, 99, 60, 22, 9, 24
2018/3/1, 146, 112, 65, 23, 10, 27
2018/3/2, 151, 94, 81, 20, 9, 25
2018/3/3, 149, 98, 81, 21, 9, 23
2018/3/4, 155, 103, 87, 21, 9, 23
2018/3/5, 154, 88, 75, 18, 10, 21
2018/3/6, 143, 89, 65, 20, 10, 21
2018/3/7, 142, 85, 66, 18, 9, 19
2018/3/8, 143, 96, 58, 20, 9, 20
2018/3/9, 139, 94, 79, 19, 8, 22
2018/3/10, 146, 116, 30, 19, 9, 20
2018/3/11, 164, 73, 59, 16, 9, 21
2018/3/12, 112, 92, 45, 18, 8, 30
2018/3/13, 135, 84, 53, 19, 8, 23
2018/3/14, 131, 69, 59, 12, 8, 18
2018/3/15, 109, 72, 48, 14, 8, 18
2018/3/16, 115, 71, 53, 17, 8, 21
2018/3/17, 137, 62, 48, 7, 8, 16
2018/3/18, 117, , , , , 
2018/3/20, 112, 65, 31, 11, 8, 16
2018/3/21, 107, 66, 68, 11, 9, 10
2018/3/22, 87, 76, 66, 11, 9, 8
2018/3/23, 111, 75, 57, 13, 10, 10
2018/3/24, 112, 90, 59, 23, 10, 16
2018/3/25, 135, 95, 79, 16, 10, 15
2018/3/26, 150, 92, 82, 16, 10, 13
2018/3/27, 144, 87, 36, 12, 9, 11
2018/3/28, 153, 74, 70, 11, 10, 10
2018/3/29, 124, 77, 68, 11, 10, 10
2018/3/30, 119, 82, 79, 10, 10, 10
2018/3/31, 114, 80, 72, 10, 10, 9
2017/10/1, 113, 69, 22, 28, 12, 13
2017/10/2, 117, 67, 22, 27, 11, 18
2017/10/3, 123, 88, 34, 29, 12, 22
2017/10/4, 133, 90, 44, 30, 12, 14
2017/10/5, 132, 65, 30, 26, 12, 14
2017/10/6, 121, 46, 29, 17, 12, 8
2017/10/7, 77, 40, 23, 17, 12, 7
2017/10/8, 74, 38, 24, 19, 12, 7
2017/10/9, 83, 37, 29, 15, 12, 7
2017/10/10, 66, 32, 24, 16, 12, 5
2017/10/11, 67, 29, 39, 14, 12, 12
2017/10/12, 60, 34, 23, 14, 12, 15
2017/10/13, 59, 45, 23, 16, 12, 15
2017/10/14, 74, 53, 25, 23, 12, 29
2017/10/15, 106, 53, 25, 23, 12, 27
2017/10/16, 95, 84, 25, 30, 12, 18
2017/10/17, 131, 85, 27, 30, 12, 22
2017/10/18, 125, 89, 28, 35, 13, 14
2017/10/19, 142, 118, 28, 36, 13, 15
2017/10/20, 177, 80, 27, 29, 13, 17
2017/10/21, 158, 67, 24, 28, 16, 14
2017/10/22, 144, 74, 23, 27, 15, 19
2017/10/23, 125, 78, 23, 26, 11, 24
2017/10/24, 118, 91, 24, 30, 12, 30
2017/10/25, 128, 79, 37, 26, 12, 10
2017/10/26, 123, 74, 26, 26, 13, 11
2017/10/27, 124, 75, 27, 27, 13, 9
2017/10/28, 123, 75, 27, 29, 13, 8
2017/10/29, 131, 80, 27, 29, 13, 11
2017/10/30, 131, 88, 28, 32, 13, 14
2017/10/31, 138, 96, 29, 33, 13, 15
2017/11/1, 141, 97, 29, 35, 14, 14
2017/11/2, 149, 95, 29, 36, 14, 13
2017/11/3, 151, 86, 29, 31, 14, 12
2017/11/4, 139, 70, 29, 27, 14, 12
2017/11/5, 125, 74, 30, 25, 14, 16
2017/11/6, 119, 75, 30, 26, 14, 17
2017/11/7, 113, 79, 31, 27, 14, 19
2017/11/8, 122, 78, 31, 28, 15, 18
2017/11/9, 125, 93, 31, 36, 14, 14
2017/11/10, 154, 91, 30, 35, 14, 12
2017/11/11, 150, 108, 30, 41, 14, 17
2017/11/12, 159, 85, 30, 34, 14, 17
2017/11/13, 146, 87, 31, 36, 14, 13
2017/11/14, 154, 86, 31, 36, 14, 17
2017/11/15, 153, 85, 35, 33, 15, 23
2017/11/16, 150, 82, 22, 15, 11, 22
2017/11/17, 149, 96, 23, 4, 11, 25
2017/11/18, 146, 80, 31, 1, 8, 21
2017/11/19, 125, 92, 36, 1, 8, 25
2017/11/20, 141, 84, 31, 1, 8, 14
2017/11/21, 141, , , , , 
2017/12/7, 97, 85, 44, 27, 9, 14
2017/12/8, 146, 99, 50, 33, 8, 14
2017/12/9, 152, 84, 46, 32, 8, 14
2017/12/10, 135, 102, 17, 37, 8, 15
2017/12/11, 138, 59, 44, 20, 8, 6
2017/12/12, 99, 158, 41, 46, 8, 22
2017/12/13, 165, 114, 34, 38, 8, 20
2017/12/14, 155, 96, 37, 35, 8, 15
2017/12/15, 149, 92, 50, 30, 8, 12
2017/12/16, 142, 87, 62, 26, 8, 9
2017/12/17, 146, 96, 60, 26, 8, 10
2017/12/18, 154, 87, 49, 29, 9, 10
2017/12/19, 122, 91, 51, 38, 8, 12
2017/12/20, 123, 109, 64, 44, 9, 13
2017/12/21, 146, 111, 43, 43, 8, 15
2017/12/22, 154, 135, 64, 48, 9, 17
2017/12/23, 168, 110, 58, 36, 9, 14
2017/12/24, 169, 141, 54, 46, 9, 22
2017/12/25, 168, 115, 57, 39, 9, 17
2017/12/26, 163, 106, 62, 35, 9, 15
2017/12/27, 149, 94, 59, 36, 9, 13
2017/12/28, 136, 131, 60, 49, 9, 30
2017/12/29, 158, 149, 51, 50, 9, 25
2017/12/30, 159, 102, 35, 35, 8, 19
2017/12/31, 155, 111, 71, 42, 9, 24
2017/7/1, 56, 47, 12, 14, 7, 2
2017/7/2, 62, 52, 12, 14, 7, 3
2017/7/3, 61, 44, 10, 12, 7, 4
2017/7/4, 53, 42, 10, 11, 7, 5
2017/7/5, 49, 48, 13, 13, 7, 4
2017/7/6, 53, 60, 13, 14, 8, 11
2017/7/7, 63, 56, 14, 15, 8, 11
2017/7/8, 68, 44, 11, 13, 8, 11
2017/7/9, 58, 40, 23, 9, 7, 13
2017/7/10, 55, 43, 21, 12, 7, 11
2017/7/11, 58, 44, 22, 13, 7, 12
2017/7/12, 56, 45, 21, 12, 7, 14
2017/7/13, 48, 49, 21, 13, 7, 10
2017/7/14, 56, 57, 21, 15, 7, 8
2017/7/15, 65, 40, 10, 12, 8, 8
2017/7/16, 49, 40, 11, 12, 8, 7
2017/7/17, 50, 34, 9, 11, 8, 8
2017/7/18, 46, 29, 9, 11, 8, 10
2017/7/19, 44, 30, 9, 11, 8, 12
2017/7/20, 42, 47, 17, 14, 8, 10
2017/7/21, 61, 58, 12, 13, 8, 11
2017/7/22, 57, 60, 13, 14, 8, 7
2017/7/23, 63, 68, 11, 12, 8, 7
2017/7/24, 50, 50, 11, 13, 8, 8
2017/7/25, 57, 53, 14, 14, 8, 7
2017/7/26, 62, 48, 10, 12, 9, 9
2017/7/27, 52, 44, 13, 12, 10, 10
2017/7/28, 51, 51, 11, 12, 10, 11
2017/7/29, 52, 46, 10, 12, 10, 4
2017/7/30, 53, 44, 11, 12, 10, 3
2017/7/31, 49, 35, 11, 12, 10, 3
2017/8/1, 48, 41, 23, 12, 10, 7
2017/8/2, 54, 41, 24, 12, 10, 9
2017/8/3, 51, 41, 26, 13, 10, 8
2017/8/4, 55, 49, 30, 13, 10, 8
2017/8/5, 57, 49, 37, 14, 10, 7
2017/8/6, 61, 51, 30, 13, 10, 6
2017/8/7, 60, 46, 30, 13, 10, 6
2017/8/8, 58, 45, 27, 13, 11, 6
2017/8/9, 57, 34, 23, 13, 11, 5
2017/8/10, 57, 35, 33, 12, 11, 5
2017/8/11, 51, 44, 30, 12, 11, 16
2017/8/12, 50, 47, 35, 13, 10, 35
2017/8/13, 56, 47, 24, 14, 11, 28
2017/8/14, 61, 35, 31, 13, 11, 5
2017/8/15, 56, 43, 26, 13, 11, 7
2017/8/16, 59, 55, 20, 14, 10, 8
2017/8/17, 65, 58, 20, 15, 10, 8
2017/8/18, 66, 41, 19, 14, 10, 8
2017/8/19, 60, 20, 19, 11, 10, 8
2017/8/20, 44, 42, 19, 14, 10, 12
2017/8/21, 61, 47, 19, 14, 10, 14
2017/8/22, 61, 44, 20, 14, 10, 10
2017/8/23, 66, 36, 21, 12, 10, 5
2017/8/24, 52, 38, 20, 12, 10, 14
2017/8/25, 52, 24, 20, 11, 11, 11
2017/8/26, 46, 25, 20, 11, 11, 15
2017/8/27, 46, 18, 20, 10, 11, 17
2017/8/28, 46, 24, 20, 13, 11, 19
2017/8/29, 57, 47, 20, 13, 11, 20
2017/8/30, 57, 51, 20, 13, 11, 17
2017/8/31, 58, 53, 20, 14, 11, 14
2017/9/1, 62, 41, 19, 12, 10, 13
2017/9/2, 53, 37, 12, 12, 11, 13
2017/9/3, 48, 50, 21, 14, 11, 14
2017/9/4, 62, 60, 21, 17, 11, 19
2017/9/5, 78, 58, 20, 21, 11, 19
2017/9/6, 99, , , , , 
2017/9/11, 79, 56, 21, 17, 11, 18
2017/9/12, 76, 41, 22, 14, 11, 13
2017/9/13, 62, 32, 21, 12, 11, 11
2017/9/14, 50, 29, 19, 11, 11, 10
2017/9/15, 65, , , , , 
2017/9/18, 52, 33, 20, 14, 11, 14
2017/9/19, 58, 29, 20, 13, 11, 13
2017/9/20, 59, 29, 21, 14, 11, 13
2017/9/21, 61, 33, 21, 14, 11, 12
2017/9/22, 63, 49, 36, 17, 11, 16
2017/9/23, 74, 55, 22, 18, 11, 18
2017/9/24, 84, 64, 22, 21, 11, 15
2017/9/25, 97, 65, 31, 22, 11, 15
2017/9/26, 99, 60, 22, 23, 11, 13
2017/9/27, 105, 50, 22, 22, 11, 13
2017/9/28, 101, 55, 23, 22, 11, 15
2017/9/29, 100, 63, 22, 27, 11, 17
2017/9/30, 116, 76, 24, 26, 11, 20
2017/4/1, 148, 76, 20, 15, 9, 3
2017/4/2, 116, 74, 19, 15, 8, 3
2017/4/3, 106, 78, 18, 15, 9, 5
2017/4/4, 111, 82, 25, 15, 8, 14
2017/4/5, 103, 85, 19, 15, 9, 16
2017/4/6, 116, 83, 17, 13, 5, 20
2017/4/7, 109, 102, 16, 13, 5, 19
2017/4/8, 127, 69, 19, 14, 5, 25
2017/4/9, 127, 115, 19, 15, 5, 24
2017/4/10, 129, 104, 19, 15, 5, 12
2017/4/11, 141, 81, 19, 14, 5, 10
2017/4/12, 103, 101, 22, 15, 5, 14
2017/4/13, 124, 123, 37, 16, 6, 24
2017/4/14, 152, 113, 77, 22, 6, 23
2017/4/15, 132, 108, 53, 41, 6, 23
2017/4/16, 127, 118, 40, 30, 5, 25
2017/4/17, 133, 92, 26, 11, 5, 25
2017/4/18, 124, 94, 27, 12, 5, 22
2017/4/19, 125, 81, 26, 15, 5, 8
2017/4/20, 117, 68, 21, 13, 5, 7
2017/4/21, 97, 77, 28, 17, 5, 7
2017/4/22, 104, 83, 21, 14, 5, 7
2017/4/23, 100, 80, 18, 13, 5, 7
2017/4/24, 94, 76, 19, 19, 5, 8
2017/4/25, 98, 76, 21, 22, 5, 8
2017/4/26, 104, 87, 25, 25, 5, 15
2017/4/27, 117, 90, 21, 24, 5, 15
2017/4/28, 112, 64, 22, 22, 5, 12
2017/4/29, 101, 63, 25, 22, 5, 5
2017/4/30, 97, 87, 22, 22, 5, 4
2017/5/1, 100, 107, 32, 30, 5, 15
2017/5/2, 133, 79, 24, 19, 6, 12
2017/5/3, 106, 65, 21, 15, 6, 19
2017/5/4, 96, 80, 29, 26, 6, 23
2017/5/5, 117, 75, 26, 25, 6, 19
2017/5/6, 116, 68, 24, 23, 6, 17
2017/5/7, 105, 62, 21, 20, 6, 18
2017/5/8, 94, 60, 33, 22, 6, 22
2017/5/9, 96, 66, 21, 21, 6, 26
2017/5/10, 98, 66, 24, 24, 6, 27
2017/5/11, 112, 73, 26, 26, 7, 26
2017/5/12, 118, 82, 28, 28, 7, 27
2017/5/13, 129, 66, 22, 22, 7, 16
2017/5/14, 102, 65, 23, 23, 7, 16
2017/5/15, 107, 64, 20, 19, 8, 17
2017/5/16, 87, 70, 18, 21, 7, 19
2017/5/17, 96, 66, 19, 21, 5, 18
2017/5/18, 96, 65, 18, 20, 5, 16
2017/5/19, 90, 62, 16, 18, 5, 17
2017/5/20, 82, 53, 17, 17, 5, 14
2017/5/21, 77, 59, 19, 19, 6, 17
2017/5/22, 86, 78, 22, 23, 6, 24
2017/5/23, 107, 69, 19, 20, 6, 20
2017/5/24, 93, 72, 22, 21, 6, 17
2017/5/25, 97, 64, 19, 19, 6, 16
2017/5/26, 88, 62, 14, 16, 6, 16
2017/5/27, 71, 55, 15, 16, 6, 12
2017/5/28, 73, 55, 13, 14, 6, 13
2017/5/29, 63, 60, 14, 14, 6, 12
2017/5/30, 63, 36, 10, 12, 6, 16
2017/5/31, 54, 43, 14, 13, 6, 17
2017/6/1, 58, 44, 14, 14, 6, 19
2017/6/2, 61, 43, 21, 16, 6, 19
2017/6/3, 68, 35, 20, 15, 6, 15
2017/6/4, 65, 39, 15, 14, 6, 15
2017/6/5, 61, 54, 15, 17, 6, 14
2017/6/6, 75, 31, 12, 13, 6, 14
2017/6/7, 58, 31, 11, 12, 7, 12
2017/6/8, 53, 37, 13, 14, 7, 11
2017/6/9, 65, 25, 11, 12, 7, 13
2017/6/10, 51, 35, 16, 15, 7, 16
2017/6/11, 65, 34, 10, 11, 7, 16
2017/6/12, 48, 65, 15, 15, 7, 13
2017/6/13, 67, 38, 12, 14, 7, 13
2017/6/14, 62, 33, 13, 14, 7, 13
2017/6/15, 62, 26, 12, 12, 6, 16
2017/6/16, 51, 36, 14, 13, 5, 21
2017/6/17, 57, 36, 10, 12, 5, 23
2017/6/18, 54, , , , , 
2017/6/20, 43, 38, 12, 13, 10, 4
2017/6/21, 52, 43, 11, 12, 5, 2
2017/6/22, 52, 43, 13, 14, 9, 2
2017/6/23, 60, 46, 12, 13, 8, 3
2017/6/24, 59, 48, 12, 14, 8, 3
2017/6/25, 64, 48, 14, 15, 8, 4
2017/6/26, 68, 50, 12, 14, 8, 4
2017/6/27, 64, 40, 12, 13, 8, 3
2017/6/28, 58, 48, 12, 14, 8, 3
2017/6/29, 59, 53, 13, 14, 8, 3
2017/6/30, 63, 44, 12, 13, 8, 3
2017/1/2, 178, 90, 35, 18, 7, 32
2017/1/3, 128, 113, 42, 19, 7, 28
2017/1/4, 148, 160, 35, 18, 8, 33
2017/1/5, 169, 195, 12, 18, 8, 40
2017/1/6, 180, 196, 18, 18, 8, 28
2017/1/7, 174, 162, 13, 18, 8, 21
2017/1/8, 164, 126, 11, 18, 8, 17
2017/1/9, 165, 99, 12, 17, 7, 11
2017/1/10, 140, 104, 13, 17, 7, 15
2017/1/11, 142, 107, 14, 17, 7, 16
2017/1/12, 147, 130, 13, 17, 8, 16
2017/1/13, 158, 115, 15, 18, 9, 17
2017/1/14, 154, 162, 11, 17, 9, 25
2017/1/15, 173, 156, 12, 18, 9, 28
2017/1/16, 174, 170, 11, 18, 10, 26
2017/1/17, 162, 131, 11, 26, 10, 25
2017/1/18, 154, 116, 12, 18, 9, 25
2017/1/19, 148, 144, 13, 17, 8, 30
2017/1/20, 159, 123, 13, 21, 9, 26
2017/1/21, 149, 109, 13, 16, 9, 24
2017/1/22, 131, 141, 14, 16, 9, 23
2017/1/23, 144, 116, 15, 16, 9, 17
2017/1/24, 152, 135, 15, 16, 9, 23
2017/1/25, 153, 105, 15, 16, 9, 27
2017/1/26, 154, 105, 14, 16, 9, 24
2017/1/27, 146, 95, 16, 16, 9, 24
2017/1/28, 128, 122, 16, 16, 10, 29
2017/1/29, 154, 145, 16, 16, 9, 35
2017/1/30, 152, 173, 16, 16, 10, 37
2017/1/31, 156, 147, 14, 16, 9, 30
2017/2/1, 162, 155, 15, 16, 9, 35
2017/2/2, 146, 137, 14, 16, 10, 31
2017/2/3, 161, 139, 15, 16, 10, 28
2017/2/4, 150, 122, 15, 16, 9, 25
2017/2/5, 144, 127, 15, 16, 9, 21
2017/2/6, 153, 128, 15, 16, 9, 25
2017/2/7, 151, 150, 15, 16, 9, 30
2017/2/8, 160, 157, 16, 16, 10, 33
2017/2/9, 161, 133, 15, 16, 10, 21
2017/2/10, 163, 105, 15, 16, 10, 9
2017/2/11, 151, 93, 15, 15, 10, 11
2017/2/12, 128, 112, 26, 16, 10, 12
2017/2/13, 138, 107, 24, 16, 11, 14
2017/2/14, 134, 105, 24, 16, 12, 13
2017/2/15, 154, 115, 16, 16, 11, 11
2017/2/16, 149, 122, 15, 16, 9, 13
2017/2/17, 140, 102, 14, 16, 10, 18
2017/2/18, 119, 118, 16, 16, 9, 20
2017/2/19, 135, 92, 16, 16, 10, 20
2017/2/20, 122, 128, 18, 16, 9, 29
2017/2/21, 127, 86, 17, 16, 9, 22
2017/2/22, 118, 88, 15, 16, 9, 26
2017/2/23, 113, 96, 16, 16, 9, 20
2017/2/24, 115, 103, 16, 16, 9, 16
2017/2/25, 126, 96, 16, 16, 9, 12
2017/2/26, 125, 121, 15, 16, 9, 15
2017/2/27, 137, 136, 15, 16, 9, 12
2017/2/28, 145, 122, 16, 16, 9, 20
2017/3/1, 139, 105, 15, 16, 9, 18
2017/3/2, 147, 121, 15, 16, 10, 16
2017/3/3, 136, 115, 18, 17, 9, 23
2017/3/4, 143, 94, 19, 16, 9, 29
2017/3/5, 126, 95, 16, 16, 9, 28
2017/3/6, 132, 83, 17, 16, 9, 24
2017/3/7, 116, 82, 16, 15, 9, 20
2017/3/8, 126, 85, 16, 17, 9, 17
2017/3/9, 105, 85, 16, 15, 10, 14
2017/3/10, 101, 75, 17, 15, 10, 22
2017/3/11, 87, 89, 17, 15, 10, 27
