date, pm25, pm10, o3, no2, so2, co
2017/3/12, 123, 91, 17, 15, 9, 22
2017/3/13, 131, 85, 14, 16, 8, 22
2017/3/14, 116, 82, 12, 17, 7, 22
2017/3/15, 101, 67, 9, 17, 7, 32
2017/3/16, 112, 70, 16, 17, 6, 26
2017/3/17, 92, 83, 7, 17, 6, 16
2017/3/18, 115, 90, 7, 16, 6, 9
2017/3/19, 122, 84, 7, 16, 6, 13
2017/3/20, 92, 102, 5, 17, 5, 21
2017/3/21, 129, 100, 4, 16, 7, 23
2017/3/22, 126, 123, 33, 18, 9, 30
2017/3/23, 154, 123, 35, 19, 8, 34
2017/3/24, 146, 104, 27, 18, 11, 24
2017/3/25, 148, 105, 24, 18, 9, 22
2017/3/26, 148, 111, 27, 19, 9, 24
2017/3/27, 139, 108, 28, 19, 10, 19
2017/3/28, 147, 112, 49, 20, 12, 18
2017/3/29, 147, 98, 27, 19, 11, 12
2017/3/30, 147, 116, 29, 18, 11, 18
2017/3/31, 157, 107, 25, 17, 11, 11
2016/10/1, 72, 20, 16, 14, 7, 37
2016/10/2, 50, 35, 16, 14, 7, 37
2016/10/3, 65, 30, 16, 14, 7, 36
2016/10/4, 51, 34, 16, 14, 7, 35
2016/10/5, 53, 38, 17, 14, 7, 34
2016/10/6, 51, 41, 17, 14, 7, 35
2016/10/7, 61, 46, 17, 14, 7, 38
2016/10/8, 69, 35, 17, 14, 7, 39
2016/10/9, 58, 53, 18, 14, 7, 35
2016/10/10, 84, 68, 17, 14, 7, 27
2016/10/11, 99, 79, 16, 14, 7, 30
2016/10/12, 111, 81, 16, 15, 7, 33
2016/10/13, 115, 83, 16, 15, 7, 32
2016/10/14, 111, 79, 17, 15, 7, 34
2016/10/15, 110, 72, 18, 15, 7, 31
2016/10/16, 114, 75, 18, 15, 7, 30
2016/10/17, 117, 86, 18, 15, 7, 32
2016/10/18, 120, 85, 19, 16, 7, 32
2016/10/19, 129, 105, 19, 16, 7, 36
2016/10/20, 133, 98, 19, 16, 7, 38
2016/10/21, 141, 98, 18, 16, 7, 32
2016/10/22, 136, 92, 19, 15, 7, 30
2016/10/23, 134, 89, 20, 16, 7, 30
2016/10/24, 130, 83, 19, 15, 7, 30
2016/10/25, 139, 79, 18, 16, 5, 35
2016/10/26, 122, 130, 17, 16, 6, 35
2016/10/27, 135, 97, 18, 16, 6, 36
2016/10/28, 132, 98, 21, 16, 6, 35
2016/10/29, 199, 117, 17, 15, 5, 37
2016/10/30, 168, 89, 16, 15, 6, 36
2016/10/31, 159, 84, 18, 15, 6, 29
2016/11/1, 152, 99, 17, 16, 6, 24
2016/11/2, 155, 86, 18, 16, 6, 22
2016/11/3, 141, 89, 18, 16, 6, 24
2016/11/4, 153, 103, 18, 16, 6, 24
2016/11/5, 161, 99, 17, 16, 6, 23
2016/11/6, 159, 92, 18, 17, 6, 24
2016/11/7, 150, 115, 18, 17, 6, 27
2016/11/8, 157, 116, 18, 18, 6, 27
2016/11/9, 156, 112, 19, 18, 7, 27
2016/11/10, 158, 123, 19, 18, 7, 27
2016/11/11, 171, 113, 17, 18, 6, 28
2016/11/12, 167, 165, 19, 18, 6, 33
2016/11/13, 185, 160, 17, 18, 7, 34
2016/11/14, 199, 124, 15, 17, 6, 35
2016/11/15, 176, 107, 15, 16, 11, 28
2016/11/16, 172, 108, 27, 17, 3, 20
2016/11/17, 164, 108, 7, 16, 5, 21
2016/11/18, 166, 110, 7, 16, 5, 20
2016/11/19, 149, 109, 9, 17, 5, 24
2016/11/20, 154, 105, 68, 18, 5, 25
2016/11/21, 153, 126, 8, 18, 5, 25
2016/11/22, 145, 110, 10, 19, 5, 32
2016/11/23, 153, 105, 8, 18, 5, 34
2016/11/24, 140, 95, 8, 18, 6, 28
2016/11/25, 145, 103, 8, 19, 6, 29
2016/11/26, 142, 94, 8, 18, 6, 30
2016/11/27, 136, 156, 10, 18, 6, 30
2016/11/28, 171, 115, 9, 18, 6, 32
2016/11/29, 151, 118, 10, 19, 6, 35
2016/11/30, 151, 136, 8, 19, 6, 24
2016/12/1, 164, 96, 8, 18, 6, 10
2016/12/2, 142, 93, 8, 18, 6, 13
2016/12/3, 144, 77, 7, 16, 6, 13
2016/12/4, 128, 92, 8, 16, 6, 15
2016/12/5, 149, 91, 9, 17, 6, 14
2016/12/6, 195, 122, 10, 18, 6, 16
2016/12/7, 165, 123, 10, 17, 6, 16
2016/12/8, 156, 88, 10, 18, 6, 16
2016/12/9, 142, 88, 10, 18, 6, 15
2016/12/10, 121, 95, 10, 18, 6, 17
2016/12/11, 146, 97, 10, 18, 6, 16
2016/12/12, 146, 91, 9, 18, 6, 18
2016/12/13, 112, 66, 8, 27, 6, 24
2016/12/14, 131, 84, 8, 16, 6, 34
2016/12/15, 133, 102, 8, 17, 6, 34
2016/12/16, 158, 100, 9, 16, 6, 25
2016/12/17, 146, 94, 9, 16, 6, 17
2016/12/18, 135, 105, 9, 17, 6, 15
2016/12/19, 137, 98, 9, 17, 6, 17
2016/12/20, 132, 132, 10, 18, 6, 21
2016/12/21, 161, 98, 11, 17, 6, 19
2016/12/22, 145, 93, 10, 17, 6, 15
2016/12/23, 124, 195, 10, 18, 7, 22
2016/12/24, 150, 210, 12, 18, 7, 37
2016/12/25, 169, 121, 10, 18, 6, 24
2016/12/26, 154, 97, 11, 17, 6, 17
2016/12/27, 136, 111, 41, 20, 6, 18
2016/12/28, 148, 123, 45, 20, 6, 25
2016/12/29, 157, 126, 51, 19, 6, 31
2016/12/30, 166, 119, 46, 19, 7, 35
2016/12/31, 160, 121, 48, 19, 7, 37
2017/1/1, 168, 150, 42, 19, 7, 33
2016/7/1, 56, 37, 16, 16, 6, 29
2016/7/2, 45, 32, 16, 16, 6, 31
2016/7/3, 45, 85, 15, 16, 7, 30
2016/7/4, 46, 38, 16, 16, 7, 29
2016/7/5, 42, 33, 16, 15, 7, 29
2016/7/6, 49, 53, 19, 16, 7, 29
2016/7/7, 61, 47, 16, 15, 7, 30
2016/7/8, 61, 39, 15, 15, 7, 29
2016/7/9, 59, 22, 16, 15, 7, 31
2016/7/10, 40, 21, 15, 15, 7, 30
2016/7/11, 50, 31, 15, 15, 7, 30
2016/7/12, 49, 37, 16, 15, 7, 28
2016/7/13, 45, 49, 15, 15, 7, 29
2016/7/14, 62, 45, 17, 15, 7, 25
2016/7/15, 64, 52, 16, 15, 7, 28
2016/7/16, 57, 43, 15, 15, 7, 30
2016/7/17, 58, 32, 15, 15, 7, 28
2016/7/18, 48, 33, 15, 15, 7, 28
2016/7/19, 55, 25, 16, 15, 7, 29
2016/7/20, 76, 21, 15, 15, 7, 28
2016/7/21, 51, 23, 15, 15, 7, 29
2016/7/22, 39, 38, 18, 14, 13, 29
2016/7/23, 75, 26, 16, 15, 7, 30
2016/7/24, 47, 51, 16, 15, 7, 30
2016/7/25, 50, 32, 16, 15, 7, 30
2016/7/26, 47, 30, 16, 15, 7, 29
2016/7/27, 62, 46, 16, 14, 7, 28
2016/7/28, 55, 26, 15, 14, 7, 29
2016/7/29, 42, 28, 16, 14, 7, 30
2016/7/30, 47, 23, 15, 14, 7, 31
2016/7/31, 38, 25, 15, 14, 7, 30
2016/8/1, 48, 27, 15, 14, 7, 29
2016/8/2, 40, 25, 15, 14, 7, 30
2016/8/3, 48, 29, 20, 14, 7, 30
2016/8/4, 43, 30, 16, 14, 7, 30
2016/8/5, 46, 31, 16, 14, 7, 29
2016/8/6, 39, 29, 16, 14, 7, 31
2016/8/7, 40, 45, 16, 14, 7, 30
2016/8/8, 63, 44, 16, 14, 7, 30
2016/8/9, 48, 47, 16, 14, 7, 30
2016/8/10, 53, 42, 15, 14, 7, 30
2016/8/11, 53, 44, 16, 14, 7, 29
2016/8/12, 49, 46, 16, 14, 7, 31
2016/8/13, 76, 51, 16, 14, 7, 32
2016/8/14, 57, 41, 16, 14, 7, 31
2016/8/15, 48, 39, 16, 14, 7, 29
2016/8/16, 52, 40, 16, 14, 7, 30
2016/8/17, 51, 35, 16, 14, 7, 31
2016/8/18, 53, 44, 17, 14, 7, 30
2016/8/19, 53, 48, 16, 14, 7, 31
2016/8/20, 61, 43, 16, 14, 7, 34
2016/8/21, 54, 40, 19, 14, 7, 31
2016/8/22, 59, 35, 16, 14, 7, 31
2016/8/23, 44, 34, 20, 14, 7, 31
2016/8/24, 59, 43, 17, 14, 7, 31
2016/8/25, 54, 41, 16, 14, 7, 31
2016/8/26, 61, 27, 17, 14, 7, 31
2016/8/27, 42, 27, 16, 14, 7, 33
2016/8/28, 38, 30, 22, 14, 7, 32
2016/8/29, 56, 32, 18, 14, 7, 31
2016/8/30, 58, 31, 16, 14, 7, 31
2016/8/31, 50, 34, 16, 14, 7, 31
2016/9/1, 43, 29, 16, 14, 7, 31
2016/9/2, 43, 38, 16, 14, 7, 31
2016/9/3, 44, 50, 16, 14, 7, 32
2016/9/4, 61, 55, 17, 14, 7, 30
2016/9/5, 65, 51, 17, 14, 7, 30
2016/9/6, 56, 51, 19, 14, 7, 31
2016/9/7, 66, 51, 17, 14, 7, 32
2016/9/8, 61, 46, 18, 14, 7, 32
2016/9/9, 68, 42, 17, 14, 7, 31
2016/9/10, 58, 46, 16, 14, 7, 34
2016/9/11, 66, 46, 16, 14, 7, 35
2016/9/12, 70, 46, 21, 14, 7, 34
2016/9/13, 83, 23, 16, 14, 7, 32
2016/9/14, 48, 22, 17, 14, 7, 31
2016/9/15, 65, 22, 16, 14, 7, 33
2016/9/16, 56, 22, 16, 14, 7, 34
2016/9/17, 40, 31, 16, 14, 7, 31
2016/9/18, 48, 29, 17, 14, 7, 33
2016/9/19, 44, 23, 16, 14, 7, 33
2016/9/20, 47, 28, 17, 14, 7, 32
2016/9/21, 46, 25, 17, 14, 7, 31
2016/9/22, 60, 24, 17, 14, 7, 34
2016/9/23, 51, 21, 17, 14, 7, 33
2016/9/24, 52, 29, 17, 14, 7, 31
2016/9/25, 67, 48, 18, 14, 7, 34
2016/9/26, 97, 52, 17, 14, 7, 35
2016/9/27, 92, 55, 18, 14, 7, 36
2016/9/28, 88, 54, 18, 14, 7, 37
2016/9/29, 83, 49, 18, 14, 7, 34
2016/9/30, 77, 34, 16, 14, 7, 34
2016/4/1, 117, 105, 43, 21, 5, 25
2016/4/2, 141, 118, 31, 20, 5, 25
2016/4/3, 140, , , , , 
2016/4/5, 153, 75, 35, 20, 5, 22
2016/4/6, 128, 83, 32, 23, 5, 26
2016/4/7, 144, 74, 41, 20, 5, 24
2016/4/8, 120, 72, 32, 22, 5, 24
2016/4/9, 100, , , , , 
2016/5/9, 122, 58, 34, 19, 6, 23
2016/5/10, 80, 53, 32, 19, 6, 27
2016/5/11, 110, 83, 23, 20, 6, 28
2016/5/12, 132, 80, 27, 19, 6, 26
2016/5/13, 107, 61, 23, 17, 6, 23
2016/5/14, 92, 65, 22, 17, 5, 21
2016/5/15, 102, 65, 21, 17, 6, 23
2016/5/16, 100, 70, 19, 18, 6, 24
2016/5/17, 98, 83, 17, 17, 6, 24
2016/5/18, 96, 64, 18, 17, 6, 22
2016/5/19, 83, 63, 20, 16, 6, 19
2016/5/20, 74, 51, 19, 16, 6, 19
2016/5/21, 63, 54, 19, 15, 6, 18
2016/5/22, 64, 51, 18, 16, 6, 19
2016/5/23, 60, 45, 18, 16, 6, 20
2016/5/24, 61, 46, 17, 16, 7, 20
2016/5/25, 55, 44, 18, 16, 7, 21
2016/5/26, 54, 53, 17, 16, 7, 20
2016/5/27, 67, 39, 18, 16, 7, 20
2016/5/28, 58, 44, 17, 15, 7, 19
2016/5/29, 57, 42, 17, 16, 7, 20
2016/5/30, 60, 50, 17, 16, 7, 21
2016/5/31, 76, 53, 18, 16, 7, 22
2016/6/1, 22, 58, 18, 17, 7, 23
2016/6/2, 100, 48, 17, 16, 6, 22
2016/6/3, 67, 39, 20, 16, 7, 22
2016/6/4, 65, 42, 19, 16, 7, 21
2016/6/5, 69, 55, 18, 16, 7, 23
2016/6/6, 96, 61, 50, 16, 7, 23
2016/6/7, 96, 63, 16, 17, 7, 26
2016/6/8, 102, 52, 17, 16, 7, 25
2016/6/9, 73, 43, 23, 16, 7, 22
2016/6/10, 65, 41, 15, 16, 7, 22
2016/6/11, 60, 37, 16, 16, 7, 22
2016/6/12, 50, 37, 17, 16, 7, 21
2016/6/13, 59, 37, 16, 16, 7, 19
2016/6/14, 47, 53, 17, 16, 7, 20
2016/6/15, 70, 57, 17, 16, 7, 20
2016/6/16, 53, 72, 18, 16, 7, 20
2016/6/17, 89, 66, 17, 16, 7, 21
2016/6/18, 65, 61, 16, 16, 7, 23
2016/6/19, 84, 50, 15, 16, 7, 24
2016/6/20, 104, 54, 15, 17, 7, 28
2016/6/21, 75, 29, 16, 16, 7, 22
2016/6/22, 56, 28, 18, 16, 7, 22
2016/6/23, 30, 25, 16, 16, 7, 22
2016/6/24, 43, 28, 16, 16, 7, 23
2016/6/25, 39, 26, 15, 15, 6, 28
2016/6/26, 43, 30, 15, 16, 6, 28
2016/6/27, 48, 41, 15, 16, 6, 28
2016/6/28, 40, 18, 16, 15, 7, 28
2016/6/29, 40, 27, 15, 16, 6, 29
2016/6/30, 41, 39, 16, 16, 7, 29
2016/1/4, 145, 121, 16, 17, 8, 27
2016/1/5, 147, 103, 15, 16, 8, 30
2016/1/6, 151, 115, 16, 16, 8, 26
2016/1/7, 147, 103, 16, 16, 8, 23
2016/1/8, 135, 90, 17, 16, 12, 18
2016/1/9, 130, 104, , 13, 6, 15
2016/1/10, 139, 83, 8, 13, 6, 114
2016/1/11, 118, 111, 9, 13, 7, 281
2016/1/12, 143, 123, 9, 14, 8, 23
2016/1/13, 151, 107, 9, 13, 9, 25
2016/1/14, 135, 84, 10, 12, 8, 24
2016/1/15, 126, 81, 8, 13, 8, 24
2016/1/16, 132, 85, 9, 12, 8, 24
2016/1/17, 141, 95, 19, 17, 8, 23
2016/1/18, 132, 73, 26, 18, 8, 17
2016/1/19, 119, 70, 38, 18, 6, 6
2016/1/20, 115, 86, 45, 19, 7, 6
2016/1/21, 122, 93, 41, 21, 7, 10
2016/1/22, 128, 115, 45, 21, 8, 11
2016/1/23, 137, 138, 45, 21, 8, 13
2016/1/24, 151, 149, 41, 23, 9, 14
2016/1/25, 169, 124, 45, 22, 7, 14
2016/1/26, 164, 99, 46, 22, 7, 14
2016/1/27, 146, 122, 53, 23, 8, 16
2016/1/28, 155, 150, 36, 22, 7, 12
2016/1/29, 141, 146, 41, 25, 10, 23
2016/1/30, 148, 139, 56, 23, 8, 18
2016/1/31, 157, 131, 48, 23, 7, 15
2016/2/1, 161, 114, 47, 23, 7, 17
2016/2/2, 145, 111, 46, 21, 6, 12
2016/2/3, 135, 102, 51, 22, 6, 12
2016/2/4, 130, 124, 78, 23, 7, 14
2016/2/5, 145, 114, 42, 22, 6, 13
2016/2/6, 161, 128, 50, 20, 6, 13
2016/2/7, 160, 109, 48, 21, 6, 12
2016/2/8, 153, 107, 45, 21, 6, 14
2016/2/9, 148, 139, 61, 19, 5, 13
2016/2/10, 160, 97, 53, 18, 5, 9
2016/2/11, 145, 84, 42, 18, 4, 9
2016/2/12, 119, 92, 40, 19, 5, 12
2016/2/13, 133, 125, 37, 21, 5, 17
2016/2/14, 145, 102, 32, 22, 6, 16
2016/2/15, 132, 83, 27, 20, 6, 13
2016/2/16, 116, 76, 31, 20, 6, 14
2016/2/17, 87, 90, 26, 18, 6, 14
2016/2/18, 110, 90, 27, 19, 5, 15
2016/2/19, 91, 87, 39, 21, 5, 18
2016/2/20, 97, 95, 46, 19, 5, 14
2016/2/21, 127, 84, 40, 19, 5, 12
2016/2/22, 133, 99, 46, 20, 5, 19
2016/2/23, 139, 85, 54, 18, 5, 12
2016/2/24, 135, 82, 57, 18, 5, 14
2016/2/25, 125, 91, 53, 20, 5, 14
2016/2/26, 135, 84, 36, 21, 5, 15
2016/2/27, 118, 67, 34, 20, 5, 14
2016/2/28, 103, 91, 34, 20, 5, 16
2016/2/29, 93, 78, 38, 20, 5, 18
2016/3/1, 67, 92, 35, 19, 4, 13
2016/3/2, 103, 76, 31, 19, 4, 16
2016/3/3, 96, 98, 35, 20, 4, 20
2016/3/4, 140, 75, 33, 20, 5, 18
2016/3/5, 124, 115, 30, 24, 8, 11
2016/3/6, 173, 87, 31, 26, 10, 22
2016/3/7, 141, 81, 34, 21, 6, 17
2016/3/8, 122, 97, 38, 21, 6, 19
2016/3/9, 130, 112, 43, 20, 6, 21
2016/3/10, 139, 97, 35, 21, 6, 18
2016/3/11, 130, 85, 48, 19, 6, 13
2016/3/12, 134, 66, 52, 15, 5, 8
2016/3/13, 107, 66, 39, 16, 5, 13
2016/3/14, 79, 76, 41, 18, 5, 14
2016/3/15, 111, 72, 41, 16, 5, 12
2016/3/16, 102, 71, 45, 16, 5, 12
2016/3/17, 111, 81, 53, 17, 5, 14
2016/3/18, 124, 94, 39, 17, 5, 14
2016/3/19, 120, 97, 40, 17, 5, 12
2016/3/20, 115, 94, 41, 16, 5, 10
2016/3/21, 102, 85, 50, 17, 5, 14
2016/3/22, 99, 104, 46, 21, 6, 19
2016/3/23, 133, 114, 46, 20, 6, 20
2016/3/24, 151, 99, 46, 21, 5, 20
2016/3/25, 147, 99, 57, 19, 5, 19
2016/3/26, 156, 90, 50, 17, 5, 15
2016/3/27, 143, 83, 43, 19, 5, 18
2016/3/28, 129, 90, 39, 19, 5, 21
2016/3/29, 144, 90, 45, 18, 5, 17
2016/3/30, 134, 95, 47, 19, 5, 20
2016/3/31, 138, 99, 43, 20, 5, 22
2023/4/2, , 88, 22, 22, 22, 
2023/5/21, , 79, 19, 19, 11, 
2023/3/7, , 91, 30, 28, 44, 
2022/10/24, , 61, 27, 10, 16, 11
2022/12/5, , 73, 17, 13, 9, 10
2022/12/10, , 72, 15, 12, 10, 9
2022/12/19, , 63, 18, 11, 5, 5
2022/7/29, , 55, 11, 7, 11, 9
2022/8/31, , 54, 12, 9, 10, 7
2022/3/31, , 76, 24, 15, 10, 9
2022/4/10, , 71, 25, 15, 10, 13
2022/5/1, , 68, 27, 17, 14, 12
2022/5/8, , 75, 23, 10, 10, 9
2022/5/15, , 66, 22, 15, 11, 9
2022/6/16, , 65, 34, 14, 12, 10
2022/6/19, , 62, 34, 13, 11, 11
2022/1/2, , 53, 18, 18, 8, 7
2022/1/5, , 63, 13, 16, 8, 7
2022/2/17, , 55, 19, 16, 11, 12
2022/2/22, , 70, 19, 20, 7, 8
2021/10/1, , 72, 23, 12, 6, 3
2021/10/19, , 59, 22, , 7, 10
2021/10/28, , 59, 17, , 8, 13
2021/11/7, , 64, 25, , 11, 10
2021/11/16, , 68, 14, , 7, 6
2021/11/21, , 42, 13, , 6, 6
2021/12/3, , 43, 28, , 4, 3
2021/12/9, , 68, 14, , 6, 6
2021/7/6, , 38, 16, 3, 7, 2
2021/7/21, , 24, 13, 2, 5, 1
2021/8/10, , 48, 14, 3, 8, 5
2021/8/16, , 43, 15, 3, 9, 4
2021/8/26, , 26, 12, 2, 5, 4
2021/8/30, , 16, 13, 2, 7, 3
2021/9/19, , 24, 19, 3, 9, 10
2021/4/11, , 51, 13, 8, 4, 1
2021/4/29, , 57, 20, 8, 3, 4
2021/5/12, , 34, 19, 5, 5, 2
2021/5/16, , 27, 17, 6, 3, 1
2021/5/19, , 40, 17, 5, 5, 3
2021/5/23, , 47, 16, 6, 5, 4
2021/6/14, , 25, 21, 3, 6, 7
2021/6/22, , 47, 16, 5, 9, 3
2021/1/12, , 78, 22, 12, 4, 
2021/2/7, , 90, 13, 14, 6, 
2021/2/22, , 62, 19, 13, 4, 5
2021/3/10, , 67, 22, 12, 6, 4
2021/3/14, , 131, 24, 12, 6, 5
2020/10/23, , 66, 14, 7, 2, 
2020/10/25, , 78, 14, 7, 2, 
2020/10/31, , 92, 14, 7, 1, 
2020/7/9, , 16, 14, 7, 4, 13
2020/7/15, , 36, 14, 7, 2, 
2020/7/21, , 17, 14, 7, 2, 2
2020/9/3, , 63, 14, 7, 2, 
2020/9/18, , 41, 15, 7, 3, 1
2020/9/21, , 22, 15, , 4, 
2020/9/23, , 35, 14, 7, 2, 
2020/4/1, , 58, 14, , 2, 
2020/6/19, , 40, 14, , 2, 8
2020/6/22, , 42, 14, 6, 2, 20
2019/12/31, , 73, 12, 16, 7, 22
2020/1/16, , 97, 4, 27, , 21
2020/2/3, , 104, 16, 22, 13, 19
2019/11/25, , 96, 28, 31, 5, 22
2019/7/7, , 36, 9, 8, 4, 8
2019/8/19, , 48, 20, 54, 7, 5
2018/12/31, , 138, 24, 49, 5, 16
2019/1/15, , 226, 21, 38, 5, 22
2018/12/8, , 120, 13, 44, 5, 21
2018/12/14, , 97, 32, 22, 5, 12
2018/12/16, , 84, 31, 23, 5, 13
2018/2/4, , 93, 50, 23, 9, 24
2018/3/19, , 71, 59, 13, 8, 20
2017/12/6, , 60, 26, 25, 9, 14
2017/9/10, , 53, 21, 17, 11, 20
2017/9/17, , 41, 19, 12, 11, 16
2017/6/19, , 32, 8, 11, 6, 20
2016/4/4, , 88, 39, 19, 5, 24
2016/5/8, , 84, 29, 20, 5, 24
2016/1/3, , 126, 18, 18, 8, 22
2023/7/7, , , 20, 18, 12, 
2022/11/23, , , 11, 14, 7, 6
2022/11/24, , , 11, 14, 7, 6
2022/11/25, , , 11, 13, 7, 7
2022/11/26, , , 11, 14, 7, 7
2022/11/27, , , 11, 14, 7, 
2022/11/28, , , 11, 14, 7, 
2022/11/29, , , 11, 14, 8, 7
2022/11/30, , , 11, 14, 7, 7
2021/7/11, , , 15, 3, 7, 
2021/4/25, , , 21, 7, 7, 5
2020/8/31, , , 14, 19, , 
2022/12/4, , , , 11, , 
2021/7/18, , , , 3, , 
2021/8/29, , , , 3, , 
2021/9/30, , , , 2, , 
2021/6/20, , , , 2, , 
2020/9/17, , , , 7, , 